user_id,first_name,last_name,user_type,home_country,preferred_city_type,target_university,field_of_study,degree_level,intended_start_year,budget_range_aud,scholarship_interest,concern_visa,concern_accommodation,concern_safety,concern_academics,concern_career,concern_culture,preferred_language,accommodation_type,work_while_studying_interest
486,Amara,Das,student,Vietnam,urban,UNSW,Mechanical Engineering,Bachelor,2026,47568,0,0,0,1,0,1,1,Mandarin,private,1
487,Amira,Hossain,parent,Vietnam,urban,University of Queensland,Artificial Intelligence,PhD,2027,16949,0,0,1,0,0,1,1,Spanish,private,1
488,Sumaiya,Garcia,student,Australia,urban,University of Western Australia,Artificial Intelligence,PhD,2027,32780,1,0,1,0,0,1,1,Indonesian,dorm,0
489,Li,Nguyen,student,Brazil,urban,University of Western Australia,Psychology,Bachelor,2027,17476,1,0,0,0,0,0,1,French,shared,0
490,Yuki,Rossi,student,India,suburban,Monash University,Finance,Master,2027,29369,0,1,1,1,1,1,1,Japnese,shared,0
491,Sana,Lefebvre,student,Brazil,urban,University of Queensland,Artificial Intelligence,Bachelor,2027,40889,1,0,0,1,0,1,0,Japnese,private,1
492,Ji-won,Wei,student,Nigeria,urban,Australian National University,Computer Science,Bachelor,2026,20716,1,1,1,1,1,1,1,Indonesian,dorm,0
493,Mei,Chaudhary,student,India,suburban,Australian National University,Computer Science,Bachelor,2027,48290,1,0,0,1,1,1,0,Indonesian,private,1
494,Jueqing,Dubois,student,Australia,urban,Monash University,Business Analytics,PhD,2027,29362,0,0,0,1,1,1,1,Japnese,dorm,1
495,Chloé,Chen,student,Nigeria,urban,University of Western Australia,Business Analytics,PhD,2026,22962,0,0,0,0,1,1,0,Japnese,dorm,0
496,Trang,Rahman,student,China,suburban,University of Melbourne,Mechanical Engineering,Master,2027,53964,1,0,1,1,0,0,0,Mandarin,shared,1
497,Julien,Sato,student,Brazil,urban,Australian National University,Mechanical Engineering,Bachelor,2026,33653,0,1,1,0,0,0,0,English,private,0
498,Yuki,Hossain,student,Indonesia,suburban,University of Queensland,Mechanical Engineering,PhD,2027,19323,0,0,1,1,0,1,1,Indonesian,dorm,1
499,Sofia,Chaudhary,parent,Indonesia,suburban,UNSW,Computer Science,PhD,2027,50636,1,1,1,0,0,1,1,Hindi,private,0
500,Trang,Nguyen,parent,UAE,urban,University of Melbourne,Psychology,Master,2027,35612,1,0,0,0,0,1,0,Spanish,shared,0
501,Ji-won,Müller,parent,Australia,suburban,UNSW,Artificial Intelligence,Bachelor,2026,25069,1,0,1,1,0,1,1,Hindi,private,1
502,Diego,Wong,student,Indonesia,regional,University of Queensland,Artificial Intelligence,Bachelor,2026,27662,1,1,0,0,1,0,1,Mandarin,private,1
503,Hiroshi,Iqbal,student,China,urban,UNSW,Computer Science,PhD,2026,22769,1,1,1,0,0,0,1,French,shared,0
504,Zoya,Mansoor,student,China,suburban,University of Western Australia,Finance,Master,2027,53861,1,1,1,1,0,0,0,English,private,1
505,Li,Bakare,student,Japan,urban,Monash University,Business Analytics,Bachelor,2027,45767,1,0,1,0,0,0,1,French,private,1
506,Hamza,Lefebvre,student,India,regional,University of Queensland,Finance,PhD,2026,51007,0,0,0,0,0,0,0,English,private,0
507,Abrar,Mansoor,student,Brazil,urban,University of Adelaide,Computer Science,Bachelor,2027,42168,1,1,1,0,0,1,1,Hindi,shared,0
508,Chloé,Haddad,student,India,regional,University of Western Australia,Data Science,Bachelor,2026,17540,1,1,1,0,1,0,1,Mandarin,shared,0
509,Rohan,Suzuki,student,Japan,suburban,UNSW,Artificial Intelligence,PhD,2026,48412,0,0,0,1,0,1,1,Hindi,dorm,1
510,Diego,Hossain,parent,Vietnam,urban,University of Queensland,Artificial Intelligence,Bachelor,2027,15615,1,1,1,0,1,0,1,Hindi,shared,1
511,Yuki,Moreau,student,Brazil,urban,Monash University,Mechanical Engineering,Bachelor,2027,31066,0,0,1,0,0,1,1,English,shared,0
512,Diego,Müller,student,Brazil,suburban,UNSW,Psychology,Bachelor,2026,54764,0,0,1,0,0,1,0,Mandarin,private,0
513,Hans,Rossi,student,Japan,regional,University of Queensland,Business Analytics,PhD,2026,57408,1,0,0,0,0,0,1,Hindi,dorm,1
514,Hamza,Chen,student,Indonesia,suburban,Monash University,Mechanical Engineering,PhD,2027,51119,0,1,0,0,1,1,1,Hindi,dorm,0
515,Amira,Khan,student,Australia,suburban,University of Adelaide,Artificial Intelligence,Bachelor,2026,58796,1,0,0,1,0,1,1,English,private,1
516,Rohan,Iqbal,student,China,suburban,University of Melbourne,Finance,PhD,2026,48784,0,1,1,1,1,0,1,English,dorm,0
517,Abrar,Iqbal,student,China,regional,University of Adelaide,Business Analytics,PhD,2026,52912,1,1,1,0,1,1,0,Japnese,shared,1
518,Nusrat,Suzuki,parent,UAE,suburban,UNSW,Psychology,Master,2027,29664,0,0,1,0,1,0,0,French,dorm,1
519,Rohan,Dubois,student,India,regional,University of Sydney,Business Analytics,Master,2026,50858,0,1,1,0,1,0,0,Hindi,shared,0
520,Ji-won,Gomez,parent,Vietnam,regional,University of Western Australia,Mechanical Engineering,Bachelor,2027,38153,0,0,0,0,1,1,0,Mandarin,shared,1
521,Nusrat,Smirnov,parent,China,suburban,University of Queensland,Finance,Master,2026,33437,0,0,1,1,1,0,0,Spanish,dorm,0
522,Julien,Park,parent,Vietnam,suburban,University of Adelaide,Data Science,Master,2027,28464,0,1,0,0,1,0,0,Spanish,shared,1
523,Ivan,Smirnov,student,India,suburban,University of Queensland,Business Analytics,Master,2026,55193,0,1,0,0,0,0,0,Mandarin,shared,1
524,Rohan,Siddiqui,parent,Australia,regional,University of Queensland,Data Science,Master,2026,19848,1,0,0,0,0,1,1,Indonesian,dorm,1
525,Sarvesh,Wong,student,Vietnam,urban,University of Melbourne,Finance,PhD,2027,54173,0,1,1,1,1,0,0,English,private,0
526,Mathis,Hossain,parent,Vietnam,regional,University of Queensland,Finance,Bachelor,2027,52676,0,0,0,1,1,0,1,Indonesian,private,0
527,Sofia,Lefebvre,student,Australia,regional,Australian National University,Finance,PhD,2027,41807,0,0,1,1,0,0,0,Indonesian,dorm,1
528,Fatima,Chen,parent,Japan,suburban,University of Western Australia,Computer Science,Bachelor,2027,57435,1,0,1,0,0,1,1,Japnese,dorm,1
529,Kenji,Tanaka,student,Australia,regional,UNSW,Data Science,Bachelor,2026,36318,0,0,1,0,0,1,1,French,dorm,1
530,Mateo,Moreau,student,Vietnam,urban,Monash University,Data Science,Bachelor,2027,47229,0,1,1,1,0,1,0,Hindi,shared,1
531,Nina,Haddad,student,China,suburban,University of Melbourne,Mechanical Engineering,PhD,2026,52981,1,1,1,1,0,0,0,French,private,1
532,Priya,Chaudhary,student,UAE,urban,University of Sydney,Business Analytics,Bachelor,2026,32451,1,1,1,0,0,0,1,French,private,0
533,Tanvir,Rossi,parent,India,regional,Monash University,Artificial Intelligence,Master,2026,37513,1,0,0,0,1,0,0,Indonesian,shared,1
534,Hiroshi,Garcia,student,Vietnam,regional,University of Queensland,Mechanical Engineering,Master,2026,51004,0,0,0,1,1,1,0,English,shared,1
535,Nusrat,Rahman,parent,Indonesia,suburban,University of Adelaide,Psychology,Master,2027,27377,0,1,1,1,1,0,1,English,private,0
536,Chloé,Mansoor,parent,China,regional,University of Western Australia,Psychology,Master,2027,42382,1,0,1,0,0,1,0,French,private,1
537,Saanvi,Iyer,student,Indonesia,urban,University of Melbourne,Finance,Bachelor,2026,32756,1,0,0,0,0,0,1,English,dorm,0
538,Zane,Wei,student,Japan,suburban,University of Adelaide,Mechanical Engineering,Bachelor,2026,53994,0,0,1,1,0,0,1,French,shared,1
539,Sana,Garcia,student,Nigeria,urban,University of Melbourne,Mechanical Engineering,Master,2026,41863,1,1,1,0,0,0,1,Indonesian,private,0
540,Jueqing,Sato,student,India,regional,University of Queensland,Business Analytics,PhD,2027,50239,0,1,0,0,0,1,1,French,shared,1
541,Li,Bakare,student,Nigeria,suburban,University of Melbourne,Mechanical Engineering,Master,2027,17370,1,1,0,0,0,0,1,Japnese,dorm,0
542,Sofia,Rahman,parent,Indonesia,urban,University of Adelaide,Psychology,Master,2027,56049,1,0,1,0,1,1,0,Spanish,shared,1
543,Sumaiya,Wong,student,Australia,urban,University of Queensland,Data Science,PhD,2027,37071,0,1,1,0,1,1,1,Hindi,private,1
544,Amara,Chen,student,Japan,urban,UNSW,Data Science,PhD,2026,49071,1,0,1,0,1,1,0,Japnese,shared,0
545,Diego,Moreau,student,Indonesia,suburban,University of Queensland,Psychology,Master,2027,50306,1,0,0,0,1,0,0,Indonesian,shared,0
546,Sofia,Müller,student,Nigeria,regional,University of Western Australia,Finance,PhD,2026,51346,0,1,1,1,0,1,0,Indonesian,dorm,0
547,Chloé,Rahman,parent,Indonesia,regional,University of Adelaide,Artificial Intelligence,PhD,2027,31147,0,0,0,0,0,1,1,French,dorm,1
548,Nina,Smirnov,student,China,suburban,Australian National University,Mechanical Engineering,Master,2026,44357,1,0,0,0,1,1,1,Hindi,dorm,1
549,Sumaiya,Rahman,student,UAE,regional,University of Adelaide,Data Science,Bachelor,2026,22528,0,1,1,0,0,0,1,Mandarin,shared,1
550,Chloé,Wei,student,Japan,regional,University of Melbourne,Mechanical Engineering,Master,2027,48829,1,1,0,0,0,1,0,Spanish,private,0
551,Fatima,Garcia,student,India,urban,Australian National University,Data Science,Master,2027,29426,0,0,0,1,1,0,0,Spanish,private,1
552,Hamza,Sato,student,Vietnam,suburban,University of Sydney,Mechanical Engineering,Bachelor,2026,38026,1,1,0,0,0,0,1,French,dorm,0
553,Zane,Rahman,student,Brazil,urban,University of Adelaide,Computer Science,Bachelor,2027,56867,1,1,1,1,0,0,0,Hindi,dorm,1
554,Omar,Hernandez,student,Japan,urban,UNSW,Finance,Master,2027,55512,0,0,0,0,1,0,0,Indonesian,private,1
555,Kenji,Gomez,student,Indonesia,urban,University of Sydney,Artificial Intelligence,Master,2027,46056,1,0,0,0,1,1,1,English,private,0
556,Sarvesh,Hernandez,student,Nigeria,regional,Monash University,Data Science,Bachelor,2027,32896,1,0,0,0,0,1,0,Indonesian,dorm,0
557,Léa,Malik,student,Brazil,urban,University of Melbourne,Business Analytics,Bachelor,2027,33951,1,1,1,1,1,0,1,French,shared,1
558,Ananya,Khan,parent,Australia,urban,University of Adelaide,Computer Science,PhD,2026,41041,1,1,0,1,0,1,1,English,dorm,1
559,Sofia,Haddad,student,Japan,urban,University of Queensland,Data Science,Bachelor,2027,18031,0,0,1,1,1,1,0,Indonesian,dorm,1
560,Hans,Wong,parent,Australia,suburban,University of Queensland,Artificial Intelligence,Bachelor,2027,16525,1,1,1,1,0,1,0,English,shared,0
561,Mathis,Dubois,parent,Australia,regional,Monash University,Finance,PhD,2026,19694,1,1,1,1,1,0,0,Hindi,shared,0
562,Elena,Haddad,student,India,suburban,University of Melbourne,Data Science,Bachelor,2027,51022,1,1,1,0,0,1,1,English,shared,1
563,Kenji,Iyer,parent,Indonesia,suburban,University of Melbourne,Data Science,PhD,2026,57996,0,0,1,1,0,0,0,Indonesian,private,0
564,Aisha,Park,student,Nigeria,urban,Monash University,Computer Science,PhD,2027,53003,1,1,1,0,1,1,0,Mandarin,private,1
565,Léa,Iyer,parent,India,regional,UNSW,Finance,Master,2027,59219,0,1,1,1,1,0,1,Japnese,private,0
566,Aisha,Chen,student,Japan,regional,Monash University,Artificial Intelligence,Master,2027,19557,1,0,1,0,0,1,0,Indonesian,shared,0
567,Trang,Olsen,student,Indonesia,urban,University of Melbourne,Finance,Bachelor,2027,56985,1,0,0,0,0,0,1,Mandarin,dorm,0
568,Sana,Müller,parent,Brazil,urban,UNSW,Computer Science,PhD,2026,48644,1,0,0,1,0,1,1,Indonesian,shared,0
569,Julien,Gomez,student,Indonesia,regional,University of Western Australia,Finance,Bachelor,2027,29575,1,0,0,0,1,0,0,Mandarin,dorm,0
570,Yuki,Bakare,student,UAE,suburban,Australian National University,Data Science,Master,2027,19642,0,1,1,0,1,0,0,Mandarin,private,0
571,Zane,Tanaka,student,India,suburban,Monash University,Mechanical Engineering,Master,2026,56553,0,0,1,0,0,1,1,Indonesian,private,1
572,Mathis,Bakare,parent,Nigeria,suburban,University of Melbourne,Artificial Intelligence,PhD,2026,23279,1,0,0,1,1,1,1,English,private,0
573,Mathis,Mansoor,student,UAE,suburban,University of Western Australia,Business Analytics,PhD,2027,57363,1,0,1,1,0,1,1,Hindi,shared,0
574,Ivan,Smirnov,student,Vietnam,urban,Australian National University,Business Analytics,PhD,2027,32959,0,0,0,1,0,0,1,Hindi,private,0
575,Jueqing,Haddad,student,China,urban,UNSW,Business Analytics,Master,2026,37311,0,0,1,1,0,0,1,Hindi,shared,1
576,Elena,Hossain,student,India,urban,University of Queensland,Business Analytics,Master,2027,19127,0,1,1,1,1,1,0,Hindi,private,0
577,Sofia,Das,student,Indonesia,suburban,UNSW,Mechanical Engineering,Bachelor,2026,32232,0,0,0,1,1,1,0,English,dorm,1
578,Zoya,Wei,parent,Japan,suburban,University of Adelaide,Psychology,Master,2027,29508,0,0,0,1,1,0,1,French,private,0
579,Lucas,Garcia,parent,Australia,urban,University of Western Australia,Computer Science,Bachelor,2026,58040,0,0,0,0,1,1,1,English,private,1
580,Elena,Malik,student,China,urban,UNSW,Artificial Intelligence,Bachelor,2027,33697,0,0,1,0,1,1,1,English,private,0
581,Zane,Hernandez,student,Nigeria,regional,Monash University,Psychology,PhD,2027,19625,0,0,0,0,0,1,0,French,dorm,0
582,Zane,Suzuki,student,Indonesia,suburban,University of Melbourne,Artificial Intelligence,PhD,2026,47348,1,1,0,0,0,1,1,English,shared,0
583,Nina,Park,parent,India,urban,University of Adelaide,Finance,Bachelor,2026,53008,1,0,0,1,0,0,0,Mandarin,shared,0
584,Kenji,Rossi,student,UAE,suburban,University of Queensland,Finance,PhD,2026,42758,1,1,1,1,1,0,0,English,shared,1
585,Ji-won,Gomez,parent,Indonesia,regional,University of Sydney,Computer Science,Master,2027,53928,1,1,0,1,1,0,0,Indonesian,dorm,0
586,Julien,Wei,parent,Japan,regional,University of Adelaide,Psychology,PhD,2026,28946,0,0,1,1,1,0,1,Hindi,dorm,1
587,Zane,Gomez,parent,Vietnam,suburban,University of Western Australia,Data Science,PhD,2027,47233,0,0,1,1,1,0,0,Mandarin,dorm,0
588,Ananya,Chen,student,Brazil,suburban,UNSW,Computer Science,PhD,2027,32085,1,1,0,1,1,0,1,Japnese,private,0
589,Trang,Suzuki,student,UAE,urban,University of Melbourne,Psychology,Bachelor,2027,30154,0,1,1,1,1,0,0,Mandarin,private,0
590,Ananya,Wei,parent,Japan,urban,University of Melbourne,Mechanical Engineering,PhD,2027,32892,0,1,1,0,0,1,0,French,dorm,0
591,Arjun,Suzuki,parent,Indonesia,regional,University of Melbourne,Mechanical Engineering,PhD,2027,18649,1,1,0,0,1,1,1,Indonesian,dorm,1
592,Zaid,Hossain,student,Vietnam,regional,University of Western Australia,Finance,PhD,2026,59104,0,1,0,0,0,1,0,Mandarin,private,0
593,Hamza,Sato,student,Australia,suburban,University of Adelaide,Computer Science,Bachelor,2026,44601,0,0,1,1,1,1,0,Indonesian,private,0
594,Hiroshi,Khan,parent,Japan,regional,University of Sydney,Finance,PhD,2026,58173,1,0,1,0,1,1,1,Indonesian,shared,0
595,Mathis,Wong,parent,Australia,regional,University of Queensland,Data Science,PhD,2027,34864,0,1,1,1,1,1,1,Japnese,shared,1
596,Jueqing,Tanaka,student,Nigeria,suburban,Monash University,Finance,PhD,2027,27391,0,1,0,1,0,0,0,French,shared,0
597,Ivan,Rahman,student,Brazil,suburban,University of Western Australia,Business Analytics,Master,2026,29053,1,0,0,1,0,0,0,Hindi,private,1
598,Chloé,Bakare,parent,UAE,urban,Australian National University,Business Analytics,Bachelor,2027,45188,1,1,0,0,0,0,1,Hindi,dorm,0
599,Sarvesh,Das,parent,Vietnam,suburban,UNSW,Business Analytics,Master,2026,45825,0,0,0,1,1,1,0,French,dorm,0
600,Ji-won,Sato,student,UAE,urban,University of Adelaide,Data Science,Master,2026,23305,1,0,0,1,1,0,1,Hindi,shared,1
601,Chloé,Bakare,student,Brazil,suburban,UNSW,Psychology,Bachelor,2027,29412,1,0,0,1,0,1,0,English,dorm,0
602,Aisha,Kumar,student,India,urban,University of Melbourne,Artificial Intelligence,Bachelor,2026,49344,0,1,1,0,1,1,1,Hindi,dorm,0
603,Sana,Chatterjee,student,Vietnam,urban,UNSW,Data Science,Bachelor,2027,38825,0,1,0,0,1,0,0,Indonesian,private,0
604,Li,Wei,parent,Japan,urban,University of Melbourne,Psychology,PhD,2027,55781,1,1,0,0,1,1,0,Japnese,private,1
605,Ishaan,Rahman,parent,Brazil,urban,University of Adelaide,Psychology,Bachelor,2027,27736,0,1,0,0,0,0,1,English,dorm,1
606,Léa,Wei,parent,Japan,suburban,University of Adelaide,Business Analytics,PhD,2027,59176,1,1,1,1,1,1,1,English,shared,1
607,Ji-won,Kumar,student,Brazil,regional,University of Sydney,Mechanical Engineering,PhD,2027,21013,0,0,1,0,1,1,1,Spanish,private,0
608,Li,Garcia,parent,India,regional,Australian National University,Business Analytics,Bachelor,2026,21088,1,0,1,0,0,0,0,French,dorm,0
609,Lucas,Lefebvre,parent,Brazil,regional,University of Queensland,Business Analytics,Master,2027,23127,0,0,1,1,0,1,1,English,private,0
610,Sarvesh,Sharma,student,Brazil,suburban,University of Melbourne,Mechanical Engineering,PhD,2026,46671,0,1,1,1,0,1,0,Hindi,shared,0
611,Bilal,Smirnov,student,UAE,urban,University of Queensland,Mechanical Engineering,Bachelor,2027,18841,0,1,1,1,1,0,1,Mandarin,shared,0
612,Yuki,Sato,parent,Vietnam,suburban,University of Sydney,Data Science,Master,2026,55899,0,0,1,1,0,0,0,Spanish,dorm,1
613,Hamza,Siddiqui,student,Brazil,regional,Monash University,Finance,Bachelor,2026,27880,1,1,0,1,0,0,1,English,dorm,1
614,Sana,Tanaka,student,China,suburban,UNSW,Artificial Intelligence,PhD,2026,36775,1,0,1,0,0,1,1,Mandarin,shared,0
615,Ji-won,Wei,student,Japan,suburban,University of Western Australia,Business Analytics,Master,2027,25949,0,0,0,0,1,1,1,Spanish,shared,0
616,Lucas,Chatterjee,student,Vietnam,suburban,University of Adelaide,Data Science,Bachelor,2027,33177,1,1,1,1,0,0,0,English,dorm,0
617,Ishaan,Iqbal,student,Indonesia,urban,University of Adelaide,Business Analytics,PhD,2026,49539,1,0,1,0,0,1,0,Indonesian,shared,1
618,Bilal,Iqbal,student,Vietnam,urban,UNSW,Data Science,PhD,2027,25378,0,0,0,1,0,0,0,Spanish,dorm,1
619,Trang,Dubois,student,Japan,urban,UNSW,Psychology,Master,2027,20269,0,0,1,0,0,0,0,Spanish,shared,0
620,Elena,Lefebvre,parent,Australia,suburban,Australian National University,Computer Science,PhD,2026,45916,0,1,1,1,0,0,1,Japnese,private,0
621,Ji-won,Iyer,student,Nigeria,regional,University of Melbourne,Data Science,Master,2027,40544,1,1,1,1,0,0,0,English,dorm,0
622,Mateo,Kim,student,Indonesia,regional,Monash University,Psychology,PhD,2027,30650,1,1,1,0,0,0,1,Spanish,private,0
623,Ananya,Tanaka,parent,China,regional,University of Sydney,Artificial Intelligence,Bachelor,2027,48541,0,0,1,1,1,0,1,Indonesian,shared,0
624,Priya,Olsen,student,Indonesia,regional,Monash University,Finance,Master,2026,49865,1,0,1,0,1,1,1,French,private,1
625,Mei,Khan,student,Indonesia,suburban,Monash University,Finance,PhD,2026,54366,0,0,1,0,0,0,0,French,dorm,1
626,Diego,Müller,parent,Nigeria,suburban,University of Western Australia,Finance,Master,2027,38514,0,1,0,1,1,0,1,Mandarin,private,1
627,Mateo,Chaudhary,student,Nigeria,suburban,University of Western Australia,Mechanical Engineering,Bachelor,2027,29214,1,1,1,0,1,1,0,Spanish,private,1
628,Mateo,Olsen,student,China,suburban,University of Adelaide,Data Science,Master,2027,33692,0,1,0,0,0,0,1,Hindi,dorm,0
629,Ji-won,Sato,student,Japan,regional,University of Queensland,Artificial Intelligence,Bachelor,2027,42125,0,0,1,0,0,1,1,Spanish,shared,0
630,Saanvi,Chaudhary,parent,Nigeria,urban,University of Western Australia,Computer Science,Master,2026,19472,0,1,1,0,0,1,1,Hindi,shared,0
631,Sumaiya,Nguyen,parent,Nigeria,suburban,University of Queensland,Psychology,Bachelor,2027,54612,0,1,0,0,1,0,1,Hindi,private,1
632,Kenji,Haddad,parent,India,urban,University of Western Australia,Computer Science,Bachelor,2027,23640,1,1,0,1,1,1,0,Mandarin,shared,0
633,Aisha,Dubois,student,Indonesia,urban,University of Melbourne,Computer Science,Master,2026,44878,1,1,0,1,1,1,1,Mandarin,dorm,1
634,Hans,Hossain,student,Nigeria,suburban,Monash University,Data Science,Master,2027,24774,1,0,1,1,1,1,1,Japnese,dorm,0
635,Ji-won,Park,student,Nigeria,suburban,University of Melbourne,Mechanical Engineering,Bachelor,2026,33915,1,1,0,0,0,0,1,French,dorm,1
636,Léa,Wei,parent,Japan,urban,University of Melbourne,Computer Science,Bachelor,2027,46298,1,0,1,1,1,0,1,Indonesian,private,1
637,Amira,Rossi,student,Indonesia,suburban,University of Western Australia,Computer Science,Master,2026,24759,1,1,0,1,1,1,0,Japnese,shared,1
638,Léa,Wong,student,India,regional,University of Western Australia,Psychology,Master,2027,32137,1,0,1,0,1,0,1,Mandarin,dorm,0
639,Nusrat,Tanaka,parent,China,suburban,University of Sydney,Mechanical Engineering,PhD,2026,50479,0,1,0,0,0,0,1,Mandarin,dorm,0
640,Fatima,Silva,student,Brazil,urban,University of Adelaide,Finance,PhD,2027,40515,0,0,0,1,1,1,1,Hindi,dorm,0
641,Julien,Dubois,parent,Australia,regional,Monash University,Psychology,PhD,2027,46744,1,1,1,1,1,1,1,Spanish,dorm,0
642,Nusrat,Silva,student,Japan,urban,University of Adelaide,Computer Science,Bachelor,2027,19091,1,1,1,1,1,0,0,Hindi,dorm,1
643,Amara,Gomez,parent,Indonesia,regional,Australian National University,Artificial Intelligence,Bachelor,2027,20909,0,0,1,0,0,1,0,English,dorm,1
644,Priya,Smirnov,student,Indonesia,suburban,Australian National University,Data Science,Master,2027,21880,0,1,1,0,1,1,0,Spanish,dorm,1
645,Mateo,Chen,parent,UAE,suburban,Monash University,Finance,PhD,2027,57622,1,0,0,1,0,0,1,Hindi,private,1
646,Ivan,Ahmed,student,Indonesia,urban,University of Queensland,Finance,PhD,2026,42050,0,0,0,1,1,1,0,English,shared,0
647,Zaid,Patil,student,India,suburban,University of Western Australia,Finance,Master,2027,43726,0,0,0,0,1,0,0,Japnese,shared,0
648,Amara,Smirnov,parent,Australia,regional,University of Melbourne,Artificial Intelligence,Bachelor,2026,45071,1,0,0,1,0,1,0,Japnese,dorm,0
649,Mathis,Patil,parent,India,suburban,University of Western Australia,Finance,Master,2026,47289,0,0,1,1,1,0,1,French,private,1
650,Mathis,Al-Farsi,student,Australia,urban,Australian National University,Data Science,PhD,2026,29103,1,1,1,0,0,0,1,Japnese,shared,0
651,Hiroshi,Ahmed,student,UAE,suburban,University of Melbourne,Psychology,PhD,2026,43547,0,0,1,1,1,0,0,Spanish,shared,1
652,Zoya,Wong,student,UAE,regional,Australian National University,Computer Science,PhD,2026,56706,0,1,0,0,1,0,0,Spanish,dorm,1
653,Hans,Dubois,student,Indonesia,urban,University of Adelaide,Business Analytics,PhD,2027,50582,1,0,0,1,0,0,0,Spanish,private,1
654,Rohan,Wong,parent,UAE,regional,Australian National University,Data Science,Master,2026,16445,1,0,0,0,1,0,0,French,private,0
655,Clara,Dubois,parent,Australia,regional,Monash University,Mechanical Engineering,Master,2026,56894,0,0,1,0,0,0,1,Hindi,private,1
656,Léa,Smirnov,parent,China,suburban,Australian National University,Artificial Intelligence,Master,2026,55634,0,0,0,1,1,1,0,Hindi,dorm,1
657,Nina,Al-Farsi,student,India,regional,Monash University,Artificial Intelligence,Bachelor,2026,57009,1,1,1,1,1,1,1,Indonesian,private,1
658,Ishaan,Chatterjee,student,Vietnam,regional,UNSW,Finance,PhD,2027,32103,0,0,0,1,0,0,1,Japnese,shared,0
659,Bilal,Olsen,student,UAE,urban,UNSW,Business Analytics,Bachelor,2026,35008,0,0,1,1,0,1,1,English,dorm,1
660,Zaid,Suzuki,student,Nigeria,urban,University of Western Australia,Finance,Bachelor,2026,59807,1,1,1,1,1,1,1,Japnese,dorm,0
661,Zoya,Ahmed,student,India,urban,University of Western Australia,Data Science,Master,2027,23197,1,0,1,0,0,1,0,French,shared,0
662,Diego,Moreau,student,Australia,suburban,University of Adelaide,Business Analytics,PhD,2026,32773,0,1,1,0,0,0,0,Indonesian,private,1
663,Omar,Olsen,student,UAE,urban,Australian National University,Finance,Bachelor,2026,37822,1,1,1,1,1,1,0,English,private,1
664,Zane,Rossi,student,Australia,regional,Australian National University,Business Analytics,Master,2027,38293,1,1,1,1,0,1,1,Hindi,private,1
665,Zane,Hossain,student,Indonesia,urban,University of Queensland,Artificial Intelligence,PhD,2027,34541,1,0,1,1,0,0,1,Mandarin,shared,1
666,Hans,Müller,parent,China,urban,Monash University,Finance,PhD,2026,39842,0,1,1,0,0,1,0,Indonesian,shared,0
667,Léa,Mansoor,student,Japan,suburban,University of Adelaide,Mechanical Engineering,Master,2026,44691,1,1,1,1,0,0,1,Hindi,shared,0
668,Hamza,Dubois,parent,India,urban,University of Sydney,Finance,Master,2026,48586,1,1,1,0,1,1,0,Mandarin,dorm,0
669,Nina,Ahmed,parent,India,regional,University of Western Australia,Mechanical Engineering,Bachelor,2026,46488,1,0,0,0,1,1,0,Mandarin,private,0
670,Amara,Sato,student,Vietnam,urban,Monash University,Artificial Intelligence,PhD,2027,32135,0,0,1,1,0,0,1,Indonesian,dorm,1
671,Rohan,Kim,student,India,urban,Monash University,Artificial Intelligence,PhD,2026,31187,0,0,1,0,1,0,1,Mandarin,dorm,0
672,Abrar,Park,parent,Nigeria,regional,University of Melbourne,Mechanical Engineering,Master,2027,38532,0,1,1,0,1,0,0,Mandarin,private,0
673,Ivan,Kumar,parent,India,urban,University of Melbourne,Business Analytics,PhD,2027,28536,0,0,0,1,0,0,1,English,dorm,0
674,Diego,Kim,student,Brazil,regional,University of Adelaide,Data Science,PhD,2026,47019,0,0,0,0,1,0,0,English,private,1
675,Clara,Patil,student,Nigeria,regional,Monash University,Psychology,Bachelor,2027,55841,1,1,1,1,0,1,0,Japnese,shared,1
676,Ji-won,Kim,parent,India,regional,Monash University,Data Science,Bachelor,2026,23154,0,0,0,0,1,0,1,French,shared,0
677,Hiroshi,Nguyen,student,Japan,urban,University of Western Australia,Mechanical Engineering,Bachelor,2026,37163,0,0,0,1,0,0,1,Indonesian,shared,0
678,Aisha,Haddad,student,Vietnam,urban,University of Queensland,Artificial Intelligence,Bachelor,2026,16377,1,0,1,1,0,0,0,French,private,0
679,Mathis,Kumar,student,Nigeria,suburban,University of Queensland,Data Science,Bachelor,2027,55861,0,0,0,1,1,0,0,Hindi,shared,1
680,Zoya,Olsen,student,Indonesia,urban,University of Melbourne,Computer Science,PhD,2027,51058,0,1,0,1,0,0,1,English,private,0
681,Ji-won,Patil,student,Japan,urban,University of Melbourne,Mechanical Engineering,Master,2026,54039,0,1,0,0,1,0,1,Indonesian,private,0
682,Rohan,Park,student,Japan,suburban,University of Sydney,Data Science,PhD,2027,32995,0,0,0,0,0,1,1,Japnese,private,1
683,Yuki,Bakare,student,Nigeria,regional,University of Sydney,Computer Science,Bachelor,2026,23660,1,0,0,0,0,0,0,Indonesian,shared,1
684,Sarvesh,Sharma,parent,Brazil,suburban,University of Melbourne,Computer Science,Bachelor,2027,40481,0,1,0,1,0,1,1,Japnese,dorm,1
685,Sana,Siddiqui,student,Vietnam,suburban,University of Western Australia,Finance,Master,2027,15103,0,0,0,0,1,0,1,Mandarin,shared,0
